Village_Name,Village,Union_Name
CHHOTA DURGAPUR,030,RAMCHANDRAPUR
DHOPADANGA,040,RAMCHANDRAPUR
JAGATRAY GOPALPUR,100,RAMCHANDRAPUR
PARBATIPUR,160,RAMCHANDRAPUR
POLLAKHADA,160,RAMCHANDRAPUR
RAGHUNATHPUR,180,RAMCHANDRAPUR
RAMCHANDRAPUR,180,RAMCHANDRAPUR
SHYAMPUR,190,RAMCHANDRAPUR
TARAFKAL,200,RAMCHANDRAPUR
TINDAHA,200,RAMCHANDRAPUR
UTTAR HARINSINGA,210,RAMCHANDRAPUR
BHABANIPUR,020,SAHAPARA
BHAJANER KHAMAR,020,SAHAPARA
BISHNUPUR,020,SAHAPARA
BOULERPARA,020,SAHAPARA
CHAKCHAKA,030,SAHAPARA
DOULATPUR,040,SAHAPARA
KABIRERPARA,110,SAHAPARA
KASHDAHA,110,SAHAPARA
KHAMAR PIRGACHHA,110,SAHAPARA
KRISHNAPUR,110,SAHAPARA
LAKKHIPUR,120,SAHAPARA
MIRPUR,130,SAHAPARA
NANDINA,140,SAHAPARA
NAYANI SADEKPUR,140,SAHAPARA
NAYANSHUK,140,SAHAPARA
PHALIMARI,640,SAHAPARA
PIRGACHHA,160,SAHAPARA
SATANI SADEKPUR,190,SAHAPARA
SHIBPUR,190,SAHAPARA
TULSIGHAT,200,SAHAPARA
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
ABHIRAMPUR,010,DARBASTA
AKHIRAPARA,010,DARBASTA
FATEPUR,061,DARBASTA
SIKSHAHAR,192,DARBASTA
BHOTLAPARA,020,DARBASTA
CHARPARA,031,DARBASTA
DARGAPARA,042,DARBASTA
DASPARA,043,DARBASTA
FAKIRPARA,064,DARBASTA
HAJIPARA,085,DARBASTA
MANDALPARA,136,DARBASTA
MIAPARA,137,DARBASTA
NAMAPARA,148,DARBASTA
NAYAPARA,149,DARBASTA
PURBAPARA,170,DARBASTA
BARI HOSSAINPUR,020,DARBASTA
BIRAHIMPUR,020,DARBASTA
CHAK BIRAHIMPUR,031,DARBASTA
BISHUBARI,020,DARBASTA
BALUPARA,020,DARBASTA
MATARPARA,131,DARBASTA
MONAPARA,132,DARBASTA
PASHCHIMPARA,163,DARBASTA
CHHATARPARA,030,DARBASTA
CHHOTA DURGAPUR,030,DARBASTA
DARBASTA,040,DARBASTA
DURGAPUR,040,DARBASTA
GANDHARBABARI,070,DARBASTA
GOPINATHPUR,070,DARBASTA
GOSAIPUR,070,DARBASTA
HOSSAINPUR,080,DARBASTA
KALIKAPUR,110,DARBASTA
SAPGACHHI,191,DARBASTA
CHHOTA MARIA,030,DARBASTA
KAMARPARA,111,DARBASTA
SAHEBBARI,192,DARBASTA
UTTARPARA,213,DARBASTA
MIRUPARA,130,DARBASTA
NALDANGA,140,DARBASTA
NALDANGA GOBINDAPUR,141,DARBASTA
BIL RAHALA,020,DARBASTA
RAHALA,181,DARBASTA
RAMNATHPUR,180,DARBASTA
SAPGACHHI HATIADAHA,190,DARBASTA
BALUPARA,020,DARBASTA
GACHHUAPARA,071,DARBASTA
HUDRAPUR,082,DARBASTA
SATANA,193,DARBASTA
SINGJANI,190,DARBASTA
TALUK RAHIMAPUR,200,DARBASTA
UTTAR SINGA,210,DARBASTA
BAMANKURI,020,FULBARI
BARA RAGHUNATHPUR,020,FULBARI
BARA SATAIL BATAIL,020,FULBARI
BARA SOHAGI,020,FULBARI
BHAGDARIA,020,FULBARI
CHHOTA SATAIL BATAIL,030,FULBARI
CHHOTA SOHAGI,030,FULBARI
DIGDAIR,040,FULBARI
DIGHALI FULBARI,040,FULBARI
FATULLAPUR,060,FULBARI
HATIADAHA,080,FULBARI
KAUAGARI KRISHNAPUR,110,FULBARI
KHANSAPARA,110,FULBARI
KUNDERPARA,110,FULBARI
KUNJA MALANCHA,110,FULBARI
MALADHAR,130,FULBARI
NACHAI KUCHAI,140,FULBARI
SHAKPALA,190,FULBARI
SHYAMPUR PARBATIPUR,190,FULBARI
ALIPUR,010,GUMANIGANJ
ANANTAPUR,010,GUMANIGANJ
ATIATALA,010,GUMANIGANJ
BALUBHARA,020,GUMANIGANJ
CHAK KOCHMURI,030,GUMANIGANJ
DILALPUR,040,GUMANIGANJ
GAZIAPARA,070,GUMANIGANJ
GHUGA,070,GUMANIGANJ
GOALPARA,070,GUMANIGANJ
GUMANIGANJ,070,GUMANIGANJ
JARIPPUR,100,GUMANIGANJ
KOCHMARDAN BARUIPARA,110,GUMANIGANJ
KRISHNAPUR CHHAYGHARIA,110,GUMANIGANJ
KUNDA KHALASPUR,110,GUMANIGANJ
KURIPAIKA,110,GUMANIGANJ
MIRKUCHI MADANTAIR,130,GUMANIGANJ
NAGERBHITA,140,GUMANIGANJ
PAR GAYRA,160,GUMANIGANJ
PARBATIPUR,160,GUMANIGANJ
SRIPUR,190,GUMANIGANJ
SUNDARKOL,190,GUMANIGANJ
TARAF MANU,200,GUMANIGANJ
BAJUNIAPARA,020,HARIRAMPUR
BARADAHA,020,HARIRAMPUR
CHAK PAKHRA,030,HARIRAMPUR
DHUNDIA,040,HARIRAMPUR
HARIRAMPUR,080,HARIRAMPUR
KISMAT DURGAPUR,110,HARIRAMPUR
KRORGACHHA,110,HARIRAMPUR
NAOBHANGA,140,HARIRAMPUR
PAKHRA,160,HARIRAMPUR
RAMCHANDRAPUR,180,HARIRAMPUR
RAMPURA,180,HARIRAMPUR
SONAIDANGA BAIKUNTHAPUR,190,HARIRAMPUR
TALUK SONAIDANGA,200,HARIRAMPUR
UTTAR HARIPUR,210,HARIRAMPUR
BAKCHAR,020,KAMARDAHA
BARNA,020,KAMARDAHA
BARNA AKUB,020,KAMARDAHA
BARNA CHANDRASHEKHAR,020,KAMARDAHA
DIGALKANDI,041,KAMARDAHA
MOGHALTULI,132,KAMARDAHA
BETGARA,020,KAMARDAHA
BHAG GOPAL,020,KAMARDAHA
CHAMARGACHHA PARBATIPUR,030,KAMARDAHA
CHANDPARA,030,KAMARDAHA
KAMARDAHA,110,KAMARDAHA
KANDARPAPUR,110,KAMARDAHA
MAHABABPUR,130,KAMARDAHA
MAHANAGAR,130,KAMARDAHA
DAKKHIN MASTA,040,KAMARDAHA
FAKIRPARA,061,KAMARDAHA
MASTA KANIPARA,132,KAMARDAHA
NAMA MASTA,143,KAMARDAHA
PATANIPARA,164,KAMARDAHA
SARKARPARA,195,KAMARDAHA
SOLAPARA,196,KAMARDAHA
UCHA MASTA,217,KAMARDAHA
UTTAR MASTA,218,KAMARDAHA
MEKURAI,130,KAMARDAHA
RASULPUR,180,KAMARDAHA
SAHADAD,190,KAMARDAHA
SYEDPUR,190,KAMARDAHA
TARDAHA,200,KAMARDAHA
BAILGAON,020,KAMDIA
BARAGAON,020,KAMDIA
BESAIN,020,KAMDIA
BHEUR,020,KAMDIA
CHALITA,030,KAMDIA
CHANGURA,030,KAMDIA
CHHATIANCHURA,030,KAMDIA
CHIARGAON,030,KAMDIA
DEOGAON,040,KAMDIA
DHAOACHILA,040,KAMDIA
ENAYETPUR,050,KAMDIA
GAYESHWARPUR,070,KAMDIA
HAITAR,080,KAMDIA
KAMDIA,110,KAMDIA
KONCHMURI,110,KAMDIA
MAHISHMURI,130,KAMDIA
MANIKPUR,130,KAMDIA
PAKA,160,KAMDIA
PALASATTI,160,KAMDIA
PUAGARI,160,KAMDIA
RAGHUNATHPUR,180,KAMDIA
RASIKNAGAR,180,KAMDIA
SHYAMPUR,190,KAMDIA
TEGHARA,200,KAMDIA
TIRAIL,200,KAMDIA
TULAT,200,KAMDIA
UTHABI,210,KAMDIA
DAKKHIN ASKUR,040,KATABARI
UTTAR ASKUR,211,KATABARI
BERA BISHALIA,020,KATABARI
BERA BUZRUK,020,KATABARI
BETRAPARA,020,KATABARI
KHATANGPARA,111,KATABARI
BISHALIA,020,KATABARI
ADAMPUR,010,KATABARI
BHELAMARI,021,KATABARI
COLONY,032,KATABARI
PALUPARA,163,KATABARI
BUZRUK BERA ARAZI,020,KATABARI
KATABARI,110,KATABARI
NAMAPARA,141,KATABARI
BERA,020,KATABARI
KANTHALBARI,111,KATABARI
BAGURAPARA,020,KATABARI
BHAYROPARA,021,KATABARI
1 NO .KATABARI,040,KATABARI
2 NO .KATABARI,050,KATABARI
5 NO. .KATABARI,060,KATABARI
HAMIDPUR,082,KATABARI
HILALIPARA,083,KATABARI
KOTRAPARA,114,KATABARI
MALEKABAD,135,KATABARI
NASIRABAD,146,KATABARI
ZUGIAPARA,267,KATABARI
PHULHAR,160,KATABARI
ARAZI SHAHAPUR,010,KOCHASHAHAR
BANGRAM,020,KOCHASHAHAR
BHAG GARIB,020,KOCHASHAHAR
BHAG KAZI,020,KOCHASHAHAR
DAKKHIN CHHAYGHARIA,040,KOCHASHAHAR
DAKKHIN SHOLAGARI,040,KOCHASHAHAR
DHARAIKANDI,040,KOCHASHAHAR
DHARMA,040,KOCHASHAHAR
DHARMAPUR,040,KOCHASHAHAR
HABIBPUR,080,KOCHASHAHAR
HARIPUR,080,KOCHASHAHAR
JAGANNATHPUR,100,KOCHASHAHAR
KOCHASHAHAR,110,KOCHASHAHAR
MUKUNDAPUR,130,KOCHASHAHAR
PEPULIA,160,KOCHASHAHAR
RATANPUR,180,KOCHASHAHAR
SHAHAPUR,190,KOCHASHAHAR
SHAKTIPUR,190,KOCHASHAHAR
SINGA,190,KOCHASHAHAR
SUDHARDHAP,190,KOCHASHAHAR
BALUA,020,MAHIMAGANJ
BAMAN HAZRA,020,MAHIMAGANJ
BOCHADAHA,020,MAHIMAGANJ
JAGADISHPUR,100,MAHIMAGANJ
JIBANPUR,100,MAHIMAGANJ
JIRAI,100,MAHIMAGANJ
KHORDA GOPALPUR,110,MAHIMAGANJ
KUMIRADANGA,110,MAHIMAGANJ
PANTAIR,160,MAHIMAGANJ
BARA PANTHAMARI,020,MAHIMAGANJ
CHHOTA PANTHAMARI,031,MAHIMAGANJ
SREEPATIPUR,190,MAHIMAGANJ
BIL PURANDAR,020,NAKAI
DHANKHUNIA,040,NAKAI
DUMURGACHHA,040,NAKAI
KHUKSIA,110,NAKAI
KUMARGARI,110,NAKAI
KUNJANAKAI,110,NAKAI
NAKAI,140,NAKAI
PATUA,160,NAKAI
POGAIL,160,NAKAI
PURANDAR,160,NAKAI
SHITALGOAN,190,NAKAI
ANANDIPUR,010,RAJAHAR
AYMA,010,RAJAHAR
BANESHWAR,020,RAJAHAR
BARATTA,020,RAJAHAR
BARSHAO,020,RAJAHAR
BEURGRAM,020,RAJAHAR
DEOTA,040,RAJAHAR
DHANIAL,040,RAJAHAR
DHUTURBARI,040,RAJAHAR
DOGHARIA,040,RAJAHAR
DUBLAGARI,040,RAJAHAR
GOALKANDI,070,RAJAHAR
GOPALPUR,070,RAJAHAR
JHIKRAIL,100,RAJAHAR
KACHUA,110,RAJAHAR
KUKRAIL,110,RAJAHAR
NAOGAON,140,RAJAHAR
NARASINHAPUR,140,RAJAHAR
PRABHURAMPUR,160,RAJAHAR
RAJAHAR ZINAUT,180,RAJAHAR
BARAIPARA,020,RAJAHAR
SIHIPUR,191,RAJAHAR
ZINAUT,260,RAJAHAR
CHAK MAKRA,030,RAKHAL BURUZ
CHANDPUR,030,RAKHAL BURUZ
CHANDPUR SINGA,030,RAKHAL BURUZ
CHHOTA ABHIRAMPUR,030,RAKHAL BURUZ
GOBINDANAGAR,070,RAKHAL BURUZ
HARINATHPUR BISHPUKUR,080,RAKHAL BURUZ
KAJLA,110,RAKHAL BURUZ
LONTALA,120,RAKHAL BURUZ
MADARDAHA,130,RAKHAL BURUZ
NAYA PARA KRISHNAPUR,140,RAKHAL BURUZ
PALASHBARI,160,RAKHAL BURUZ
PANIA,160,RAKHAL BURUZ
PAR SONAIDANGA,160,RAKHAL BURUZ
RAKHAL BURUZ,180,RAKHAL BURUZ
UTTAR DHARMAPUR,210,RAKHAL BURUZ
CHAHUTPUR,030,SAPMARA
CHAK RAHIMAPUR,030,SAPMARA
DUDHIA,040,SAPMARA
KHAMARPARA,110,SAPMARA
KOGARIA,110,SAPMARA
KOTALPUR,110,SAPMARA
KRISHNAPUR,110,SAPMARA
MADANPUR,130,SAPMARA
MADARPUR,130,SAPMARA
MALLA,130,SAPMARA
NARENGABAD,140,SAPMARA
PAJAYPUR,160,SAPMARA
PANDITPUR,160,SAPMARA
RAMPUR,180,SAPMARA
SAPMARA,190,SAPMARA
SARAI,190,SAPMARA
TARAF KAMAL,200,SAPMARA
ALIGAON,010,SHAKHAHAR
AMGAON,010,SHAKHAHAR
ARAZI PIARAPUR,010,SHAKHAHAR
AYABHANGI,010,SHAKHAHAR
BALYA,020,SHAKHAHAR
BANIHALI,020,SHAKHAHAR
BANIHARA,020,SHAKHAHAR
BATTALA,020,SHAKHAHAR
BELGACHHI,020,SHAKHAHAR
BHATPARA,020,SHAKHAHAR
DAIHARA,040,SHAKHAHAR
DASHNAL,040,SHAKHAHAR
DEONALA,040,SHAKHAHAR
DHAWACHALITA,040,SHAKHAHAR
DIGHIPARA,040,SHAKHAHAR
GARAIL,070,SHAKHAHAR
JALTA,100,SHAKHAHAR
JANKHUR,100,SHAKHAHAR
JHIRAI,100,SHAKHAHAR
KHARITA,110,SHAKHAHAR
KHURSHAN,110,SHAKHAHAR
MAKLAIN,130,SHAKHAHAR
MOLLAPARA,130,SHAKHAHAR
PARAIL,160,SHAKHAHAR
PEHULA,160,SHAKHAHAR
PIARAPUR,160,SHAKHAHAR
RAJAS,180,SHAKHAHAR
ROAGAON,180,SHAKHAHAR
SHAKHAHAR,190,SHAKHAHAR
SIHIGAON,190,SHAKHAHAR
SURJAGARI,190,SHAKHAHAR
BURABURI,020,SHALMARA
DAMGACHHA,040,SHALMARA
GARAMARA,070,SHALMARA
HABIBER BAIGUNI,080,SHALMARA
HIATPUR,080,SHALMARA
KALAKATA HAMCHHAPUR,110,SHALMARA
KISHAMATER BAIGUNI,110,SHALMARA
NIYAMATER BAIGUNI,140,SHALMARA
NILKANTHAPUR,140,SHALMARA
PACHARIA,160,SHALMARA
SHAKHAHATI,190,SHALMARA
SHALMARA,190,SHALMARA
ULIPUR,210,SHALMARA
UZIRERPARA,210,SHALMARA
BARA KHODAPUR,020,SHIBPUR
BARA TIKRI,020,SHIBPUR
BHITA SAKOL,020,SHIBPUR
KESHABPUR,110,SHIBPUR
KHIRIBARI,110,SHIBPUR
MAHADEBPUR,130,SHIBPUR
MALANCHA,130,SHIBPUR
KACHUA KHANPARA,110,SHIBPUR
RUDRANAGAR,180,SHIBPUR
SHIBPUR,190,SHIBPUR
SONATALA SAKOL,190,SHIBPUR
SRIMUKH,190,SHIBPUR
TARANIPARA,200,SHIBPUR
UTTAR SHOLAGARI,210,SHIBPUR
BAHADURPUR,020,TALUK KANUPUR
BERA MALANCHA,020,TALUK KANUPUR
CHAK SHIBPUR,030,TALUK KANUPUR
CHAK SINGHADANGA,030,TALUK KANUPUR
CHANDIPUR,030,TALUK KANUPUR
CHHOTA JAMALPUR,030,TALUK KANUPUR
CHHOTA NARAYANPUR,030,TALUK KANUPUR
CHHOTA NARICHAGARI,030,TALUK KANUPUR
CHIARGRAM DAMODARPUR,030,TALUK KANUPUR
DAMODARPUR,040,TALUK KANUPUR
DEBOTTAR RAMNATHPUR,040,TALUK KANUPUR
DEBPUR,040,TALUK KANUPUR
FULBARI,060,TALUK KANUPUR
KAMAL NARAYANPUR,110,TALUK KANUPUR
KAPASIA,110,TALUK KANUPUR
MATHURAPUR,130,TALUK KANUPUR
NARAYANPUR,140,TALUK KANUPUR
NODAPUR,140,TALUK KANUPUR
PAR SUNDAIL,160,TALUK KANUPUR
RAGHABPUR,180,TALUK KANUPUR
SINGHADANGA,190,TALUK KANUPUR
SOMASPARA,190,TALUK KANUPUR
SUNDAIL,190,TALUK KANUPUR
TAJPUR,200,TALUK KANUPUR
TALUK KANUPUR,200,TALUK KANUPUR
TELIA,200,TALUK KANUPUR
UTTAR CHHAYGHARIA,210,TALUK KANUPUR
UTTARPARA,210,TALUK KANUPUR
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
AMLAGACHHI,010,BARISAL
BARISHAL,020,BARISAL
BASUDEBPUR,020,BARISAL
BHABANIPUR,020,BARISAL
BHAGABANPUR,020,BARISAL
CHALITADAHA,030,BARISAL
CHHAUNIA,030,BARISAL
DAKINI,040,BARISAL
DUBLAGARI,040,BARISAL
KAYARPARA,110,BARISAL
NARAYANPUR,140,BARISAL
PASHCHIM GOPINATHPUR,160,BARISAL
PURBA MIRZAPUR,160,BARISAL
PURBA RAMCHANDRAPUR,160,BARISAL
RAMPUR,180,BARISAL
RAYGRAM,180,BARISAL
SABDIN BHAGABATIPUR,190,BARISAL
SARBANGA BHADURIA,190,BARISAL
BALARAMPUR,020,BETKAPA
BETKAPA,020,BETKAPA
CHHOTA BOULERPARA,030,BETKAPA
DAKERPARA,040,BETKAPA
HARIPUR,080,BETKAPA
HASANERPARA,080,BETKAPA
KHAMAR NARAIL,110,BETKAPA
KRISHNAPUR,110,BETKAPA
MOSTAFAPUR,130,BETKAPA
MURARIPUR,130,BETKAPA
NANDISHAHAR,140,BETKAPA
PAR AMLAGACHHI,160,BETKAPA
PURBA NAYANPUR,160,BETKAPA
RAJNAGAR,180,BETKAPA
RAYATI NARAIL,180,BETKAPA
SAKOA,190,BETKAPA
SATARPARA,190,BETKAPA
BHELAKOPA,020,HARINATHPUR
HARINABARI,080,HARINATHPUR
HARINATHPUR,080,HARINATHPUR
KISMAT KEWABARI,110,HARINATHPUR
MARA DATEA,130,HARINATHPUR
TALUK JAMIRA,200,HARINATHPUR
TALUK KEWABARI,200,HARINATHPUR
AKBARNAGAR,010,HOSSAINPUR
ATGHARIA,010,HOSSAINPUR
BAHIRDANGA,020,HOSSAINPUR
CHAKLA,030,HOSSAINPUR
CHERENGA,030,HOSSAINPUR
DAULATPUR,040,HOSSAINPUR
DEBIPUR,040,HOSSAINPUR
DEBOTTAR KALAGACHHI,040,HOSSAINPUR
DIGDARI,040,HOSSAINPUR
HOSSAINPUR,080,HOSSAINPUR
JAGANNATHPUR,100,HOSSAINPUR
JHAPAR,100,HOSSAINPUR
KARIATA,110,HOSSAINPUR
KHASBARI,110,HOSSAINPUR
KISMAT CHERENGA,110,HOSSAINPUR
LAKKHIPUR,120,HOSSAINPUR
MADHYA RAMCHANDRAPUR,130,HOSSAINPUR
PASHCHIM FARIDPUR,160,HOSSAINPUR
RAMKRISHNAPUR,180,HOSSAINPUR
SAINDAHA,190,HOSSAINPUR
SATANA NAODA,190,HOSSAINPUR
SHALMARA,190,HOSSAINPUR
SHISHUDAHA,190,HOSSAINPUR
SHREEKALA,190,HOSSAINPUR
SHREEKHANDI,190,HOSSAINPUR
ANDUA,010,KISHOREGARI
ASMATPUR,010,KISHOREGARI
BARA SHIMULTALA,020,KISHOREGARI
BENGALIA,020,KISHOREGARI
BERADANGA,020,KISHOREGARI
BUZRUK TENGRA,020,KISHOREGARI
CHAK BALA,030,KISHOREGARI
DIGHALKANDI,040,KISHOREGARI
FALIA,060,KISHOREGARI
GANAKPARA,070,KISHOREGARI
GANESHPUR,070,KISHOREGARI
HASANKHOR,080,KISHOREGARI
JAFAR,100,KISHOREGARI
JAITAR,100,KISHOREGARI
KASHIABARI,110,KISHOREGARI
KATALI,110,KISHOREGARI
KESHABPUR,110,KISHOREGARI
KHORDA TENGRA,110,KISHOREGARI
KISHOREGARI,110,KISHOREGARI
LOKMANPUR,120,KISHOREGARI
MANGLISHPUR,130,KISHOREGARI
NAYANA NAODA,140,KISHOREGARI
PALASHGACHHI,160,KISHOREGARI
PASHCHIM GOPALPUR,160,KISHOREGARI
PASHCHIM MIRZAPUR,160,KISHOREGARI
PASHCHIM NAYANPUR,160,KISHOREGARI
PASHCHIM RAMCHANDRAPUR,160,KISHOREGARI
PRJAPARA,160,KISHOREGARI
RANGAMATI,180,KISHOREGARI
SAGUNA,190,KISHOREGARI
SHIMULIA,190,KISHOREGARI
SULTANPUR BARAIPARA,190,KISHOREGARI
TEKANI,200,KISHOREGARI
BARA GOBINDAPUR,020,MAHADIPUR
BISHNUPUR,020,MAHADIPUR
BISHRAMGACHHI,020,MAHADIPUR
BUZRUK BISHNUPUR,020,MAHADIPUR
CHANDIPUR,030,MAHADIPUR
CHHOTA BHAGABANPUR,030,MAHADIPUR
DAYARPARA,040,MAHADIPUR
DURGAPUR,040,MAHADIPUR
FORKANDAPUR,060,MAHADIPUR
GARANATA,070,MAHADIPUR
GAREYA,070,MAHADIPUR
GOALPARA,070,MAHADIPUR
JALAGARI DURGAPUR,100,MAHADIPUR
JHALINGI,100,MAHADIPUR
KITTARPARA,110,MAHADIPUR
MOHODIPUR,130,MAHADIPUR
PARBATIPUR,160,MAHADIPUR
PIPULJORE,160,MAHADIPUR
PURBA GOPALPUR,160,MAHADIPUR
SHYAMPUR,190,MAHADIPUR
BER BAMNIA,020,MANOHARPUR
BIRAMERBHITA,020,MANOHARPUR
GHORABANDHA,070,MANOHARPUR
GOPINATHPUR,070,MANOHARPUR
KHAMAR BALUA,110,MANOHARPUR
KHAMAR JAMIRA,110,MANOHARPUR
KHAMAR MAMUDPUR,110,MANOHARPUR
KUMARGARI,110,MANOHARPUR
KUMEDPUR,110,MANOHARPUR
MANOHARPUR,130,MANOHARPUR
NIMDASER BHITA,140,MANOHARPUR
PUTIMARI,160,MANOHARPUR
TALUK GHORABANDHA,200,MANOHARPUR
BALA BAMNIA,020,PABNAPUR
BARKATPUR,020,PABNAPUR
MALIANDAHA,130,PABNAPUR
MAYMANTAPUR,130,PABNAPUR
PABNAPUR,160,PABNAPUR
PAR BAMNIA,160,PABNAPUR
PURBA FARIDPUR,160,PABNAPUR
PURBA GOPINATHPUR,160,PABNAPUR
AMBARI,010,PALASHBARI
BAIRI HARINMARI,020,PALASHBARI
BANSHKATA,020,PALASHBARI
BARAIPARA,020,PALASHBARI
CHHOTA SHIMULTALA,030,PALASHBARI
GIRIDHARIPUR,070,PALASHBARI
HARINMARI,080,PALASHBARI
HIJALGARI,080,PALASHBARI
JAGARJANI,100,PALASHBARI
JAMALPUR,100,PALASHBARI
KALUGARI,110,PALASHBARI
MAHESHPUR,130,PALASHBARI
NUNIAGARI,140,PALASHBARI
NURPUR,140,PALASHBARI
PASHCHIM GOALPARA,160,PALASHBARI
SHIBRAMPUR,190,PALASHBARI
SIDHANGRAM,190,PALASHBARI
SUIGRAM,190,PALASHBARI
UDAYSAGAR,210,PALASHBARI
BADLAGARI,020,BANGRAM
BUZRUK PATANOSA,020,BANGRAM
CHHOTA GAYESHPUR,030,BANGRAM
HABIBULLAPUR,080,BANGRAM
ISABPUR,090,BANGRAM
JOYENPUR,100,BANGRAM
KAZIBARI SANTOLA,110,BANGRAM
KHORDA PATANOSA,110,BANGRAM
KISMAT SHERPUR,110,BANGRAM
MANDUAR,130,BANGRAM
SADULLAPUR,190,BANGRAM
SALAIPUR,190,BANGRAM
BHAGABANPUR,020,BHATGRAM
BHATGRAM,020,BHATGRAM
BIRAHIMPUR,020,BHATGRAM
BUZRUK JAMALPUR,020,BHATGRAM
BUZRUK RUHIA,020,BHATGRAM
DAKKHIN DURGAPUR,040,BHATGRAM
DAKKHIN SANTOLA,040,BHATGRAM
GANGANARAYANPUR,070,BHATGRAM
KHODABAKS,110,BHATGRAM
KHORDA AMDAHAR,110,BHATGRAM
KHORDA RUHIA,110,BHATGRAM
KRISHNAPUR,110,BHATGRAM
MAHESHPUR,130,BHATGRAM
TARAF AL,200,BHATGRAM
TARAF MAHADI,200,BHATGRAM
TIAGACHHA,200,BHATGRAM
TIAGACHHA BHABANIPUR,200,BHATGRAM
BHANGAMOR,020,DAMODARPUR
DAMODARPUR,040,DAMODARPUR
JAMUDANGA,100,DAMODARPUR
KISMAT BARABARI,110,DAMODARPUR
KISAMAT DASHALIA,110,DAMODARPUR
KISAMAT KHEJU,110,DAMODARPUR
MARUADAHA,130,DAMODARPUR
ALINAGAR,010,DHAPERHAT
ARAZI CHHATRAGACHHA,010,DHAPERHAT
BARA CHHATRAGACHHA,020,DHAPERHAT
BOALIDAHA,020,DHAPERHAT
CHAK SARAI,030,DHAPERHAT
CHHAIGARI GOBINDAPUR,030,DHAPERHAT
CHHOTA CHHATRAGACHHA,030,DHAPERHAT
GOBINDAPUR,070,DHAPERHAT
HASANPARA,080,DHAPERHAT
HINGARPARA,080,DHAPERHAT
ISLAMPUR,090,DHAPERHAT
KHAMARPARA,110,DHAPERHAT
MADHYAPARA,130,DHAPERHAT
MOAGARI,130,DHAPERHAT
MONGLAPARA,130,DHAPERHAT
NIJPARA,140,DHAPERHAT
PALANPARA,160,DHAPERHAT
SADARPARA,190,DHAPERHAT
SADIPARA,190,DHAPERHAT
TANTIPARA,200,DHAPERHAT
TILAKPARA,200,DHAPERHAT
UTTARPARA,210,DHAPERHAT
ALADADPUR,010,FARIDPUR
BADAL KHAN,020,FARIDPUR
BISHNUPUR,020,FARIDPUR
CHAK GOBINDAPUR,030,FARIDPUR
CHAND KARIM,030,FARIDPUR
DARI JAMALPUR,040,FARIDPUR
DARI TAJPUR,040,FARIDPUR
FARIDPUR,060,FARIDPUR
ISABPUR,090,FARIDPUR
JAMALPUR,100,FARIDPUR
KISMAT ANANTAPUR,110,FARIDPUR
MAHESHPUR,130,FARIDPUR
MIRPUR,130,FARIDPUR
NAYANPUR,140,FARIDPUR
SABEK JAMALPUR,190,FARIDPUR
SABEK TAJPUR,190,FARIDPUR
SHERPUR,190,FARIDPUR
TAHERPUR PIROJPUR,200,FARIDPUR
ALIPUR,010,IDILPUR
MOLLAPARA,130,IDILPUR
SARKARPARA,191,IDILPUR
UTTARPARA,212,IDILPUR
CHAK DURGAPUR,030,IDILPUR
CHAK NADI,030,IDILPUR
CHAK NALEYA,030,IDILPUR
CHANDIPUR,030,IDILPUR
DAKKHIN CHAK DARIA,040,IDILPUR
KANTHAL LAKKHIPUR,110,IDILPUR
PALI LAKKHIPUR,161,IDILPUR
DARIPARA,040,IDILPUR
DHARAI,040,IDILPUR
EKBARPUR,050,IDILPUR
BAGJANA,020,IDILPUR
CHERENGA,031,IDILPUR
KISMAT AMBARI,112,IDILPUR
HARINATHPUR,080,IDILPUR
IDILPUR,090,IDILPUR
JUGIBARI,100,IDILPUR
KUTIPARA,111,IDILPUR
KABILPUR SONATALA,110,IDILPUR
KONAPARA,110,IDILPUR
KUNJA MAHIPUR,110,IDILPUR
MAHIPUR,130,IDILPUR
KULIPARA,110,IDILPUR
MAZAMPUR,131,IDILPUR
NISHCHINTAPUR,140,IDILPUR
RAGHABENDRAPUR,180,IDILPUR
RUPNATHPUR,180,IDILPUR
TAJNAGAR,200,IDILPUR
TARAF PAHARI,200,IDILPUR
TARAF SADULLA,200,IDILPUR
ARAJI JAMALPUR,010,JAMALPUR
BARA JAMALPUR,020,JAMALPUR
BUZRUK RASULPUR,020,JAMALPUR
CHAK SALAIPUR,030,JAMALPUR
CHIKNI,030,JAMALPUR
DAUDPUR,040,JAMALPUR
DURGAPUR,040,JAMALPUR
ENAYETPUR,050,JAMALPUR
GAYESHPUR,070,JAMALPUR
GOPALPUR,070,JAMALPUR
HAMINDAPUR,080,JAMALPUR
KANDARPA MANOHARPUR,110,JAMALPUR
KHORDA RASULPUR,110,JAMALPUR
PATILAKURA,160,JAMALPUR
PATILAKURA CHAK DARIA,160,JAMALPUR
